,perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,residence_area_type1,sourcing_channel1,premium,renewal_prob,incentives,hours
6224,0.0,24832,345090,1.0,0.0,0.0,99.55,14,1,0,11700,0.7756766643697532,386.575831689376,6.195648611762841
15241,1.0,14615,252460,0.0,0.0,0.0,99.42,5,1,0,1200,0.5331840541976456,-56.729044145714305,-1.5237221151822844
64811,0.052,12050,227550,0.0,0.0,0.0,99.19,13,1,0,15900,0.8528333309385476,482.37820407212536,7.005912284047118
51229,0.283,20813,250020,0.0,0.0,0.0,98.43,15,1,1,18000,0.7388965843278821,477.5472168441916,6.969532036839102
155,0.176,13877,80120,0.0,0.0,0.0,98.66,19,1,0,3300,0.6929782775105259,121.42029315181843,2.618075624462226
22134,0.072,18621,90090,0.0,0.0,0.0,94.75,16,0,3,5700,0.6963305010636102,216.74511206844596,4.183362690891432
34933,0.073,19360,270050,0.0,0.0,0.0,99.37,10,1,2,15900,0.899017895067432,495.6542736730654,7.1036555458189055
25050,0.757,21175,57110,0.0,0.0,0.0,99.15,10,1,0,3300,0.4924759049093997,68.43811172369476,1.5725872616020298
64279,0.263,27753,72090,0.0,0.0,0.0,99.58,16,1,0,5700,0.7494321351491904,230.45867059002094,4.379400018288489
71846,0.37,11325,290580,0.0,0.0,0.0,99.51,27,1,0,24300,0.6636430252836996,526.6284596397542,7.319471587596946
38335,0.042,13885,390120,0.0,0.0,0.0,99.41,15,0,3,20100,0.8665041708972603,546.8456431713885,7.451586560198935
32071,0.028,16066,243150,1.0,0.0,0.0,99.15,15,1,2,1200,0.6562243083906666,-31.033732780768407,-0.8067336391002677
65188,0.374,20089,342780,1.0,0.0,0.0,99.1,22,1,0,18000,0.48303679681590017,376.89081482173094,6.102411393267083
78557,0.108,23368,247650,0.0,0.0,0.0,98.93,25,1,0,9600,0.8215376602496254,355.23102511951953,5.885540280216295
20131,0.01,28846,99130,0.0,0.0,0.0,99.27,19,0,0,1200,0.8315101695396875,-0.29195461017582297,-0.00730152957427288
39758,1.0,18256,115800,0.0,0.0,0.0,99.49,10,1,2,7500,0.4730601808576438,196.29182865063342,3.8782039764733733
59029,0.148,13149,102090,1.0,0.0,0.0,98.06,12,0,0,7500,0.5138870762267405,211.33178171602552,4.104109170404572
64114,0.78,17525,112640,2.0,0.0,0.0,98.7,11,1,1,3300,0.22266167669327494,-39.730497184497054,-1.0442655217960373
56067,0.298,14980,287540,0.0,0.0,0.0,99.06,11,1,2,18000,0.7521846232914422,481.9955686405605,7.0030468036093545
16910,0.946,16439,204080,0.0,0.0,0.0,99.58,24,1,3,11700,0.45747660136436374,274.1473626990849,4.9609544646295305
68039,0.618,15341,215090,0.0,0.0,0.0,99.63,5,1,1,18000,0.6266400263053341,437.29757164659486,6.64872401662072
16118,0.123,12057,187570,1.0,0.0,0.0,99.75,9,0,1,13800,0.5914729389687176,362.7992204004025,5.962656032453704
21431,0.672,13875,152640,0.0,0.0,0.0,99.19,8,0,0,1200,0.5795263585414282,-46.55165393459518,-1.2342171971133742
32321,0.745,18260,147030,0.0,0.0,0.0,98.89,5,1,1,11700,0.5718606786141858,319.87083978588254,5.505259238926332
29751,0.122,13883,380010,0.0,0.0,0.0,99.34,10,0,0,20100,0.8695404493690024,547.7728113447122,7.457486739069303
60859,0.56,11324,188570,0.0,0.0,0.0,98.87,12,0,2,7500,0.5269465237306961,215.95258508438093,4.171826661336912
77996,0.28,15710,162090,0.0,0.0,0.0,98.92,9,1,0,9600,0.7624712055200947,339.00909048550784,5.715249316626318
68145,0.244,19723,132530,9.0,0.0,2.0,98.75,32,1,1,9600,0.25130074871261604,130.11664665415745,2.7768331663480517
14076,0.101,18986,158090,0.0,0.0,0.0,99.36,13,0,2,7500,0.8340805145876713,305.82299556006745,5.344601080294497
14672,0.246,20084,75110,0.0,0.0,0.0,98.55,9,1,0,5400,0.7837113270657047,228.7014414568479,4.354653997466111
28238,0.701,18992,360090,0.0,0.0,0.0,98.63,13,0,0,18000,0.5085983905694587,388.55557322863945,6.214431173831416
39910,0.706,17161,145670,0.0,0.0,0.0,98.67,8,1,2,13800,0.5475620938586673,345.8897605104708,5.788323901102289
50241,0.025,17161,143110,1.0,0.0,0.0,99.4,8,1,0,1200,0.5939425472010528,-43.51658714359062,-1.149298273940389
2110,0.65,11686,100370,0.0,0.0,0.0,99.38,11,1,1,7500,0.4776618338475212,198.03470933056605,3.9048198490415342
30332,0.011,29211,123090,0.0,0.0,0.0,99.89,7,0,0,13800,0.9336509526772626,469.6672111822141,6.9092398464566145
6817,0.596,16435,117060,0.0,0.0,0.0,98.91,6,0,1,5400,0.5717048126338107,171.70187489518761,3.4900589182566333
21930,0.878,9498,43680,0.0,0.0,1.0,99.24,6,0,0,3300,0.27200184269677696,-14.232375860380442,-0.36221516141719645
33363,0.013,19723,540130,0.0,0.0,0.0,99.33,13,0,2,11700,0.8907413101588544,418.5334919539878,6.487769298498245
12952,0.066,10226,193050,0.0,0.0,0.0,99.6,10,1,0,9600,0.8376556319697688,359.5046886463865,5.929265820060312
51957,0.13,16073,430090,0.0,0.0,0.0,98.98,23,0,1,3300,0.7441037329204643,133.01724877144179,2.8290225444053227
50233,0.869,26293,103610,0.0,0.0,0.0,97.02,15,1,0,5400,0.49121604369768257,145.81931988273658,3.0548970946107925
26241,0.019,17160,279150,0.0,0.0,0.0,99.33,6,1,2,13800,0.8937824539316725,458.93501633135094,6.8251907488381125
8648,0.002,25562,225060,0.0,0.0,0.0,99.51,9,1,0,15900,0.9140917501326304,499.8739817099632,7.134049268085013
27914,1.0,11692,51050,0.0,0.0,0.0,99.47,3,1,2,3300,0.3334783099882413,12.90326734967412,0.3174342341734071
33471,0.946,12416,68800,1.0,0.0,0.0,98.22,11,1,2,3300,0.2630797163297177,-18.55858830816337,-0.47489627660528333
28462,0.101,17535,285070,2.0,0.0,0.0,99.5,12,0,3,13800,0.6082374274123338,369.00592352348383,6.0248189899646
63565,0.197,15345,75060,0.0,1.0,0.0,99.11,9,0,1,7500,0.22158034920802125,71.7713898681945,1.6425227406309284
71616,0.773,28483,84450,0.0,0.0,0.0,94.33,23,1,0,7500,0.5215397508268633,214.05007535854898,4.144040242652915
77212,0.813,18260,375600,0.0,0.0,0.0,99.54,10,1,2,20100,0.6444622871798615,470.99422383742285,6.91947655136655
52144,0.117,15340,239180,0.0,0.0,0.0,99.11,16,1,3,11700,0.762224424244733,382.610249295279,6.157744861945586
37406,0.851,15705,168050,0.0,0.0,0.0,99.41,10,0,1,9600,0.5152912241092825,258.59850315050295,4.761219013432161
77597,0.003,25196,393130,1.0,0.0,0.0,99.33,14,0,0,22200,0.7544145374119055,536.5173796277219,7.384927965151313
74678,0.122,15339,137390,0.0,0.0,0.0,99.28,14,0,0,1200,0.7789083491731406,-8.938301478478001,-0.225972901467566
10633,0.002,10595,90900,0.0,0.0,0.0,99.66,11,1,0,5400,0.8220988295229927,237.73937031775213,4.480779330833791
71238,0.375,24466,105100,0.0,0.0,0.0,99.82,7,1,1,5400,0.7565635526554024,222.1070305433508,4.260813264195363
53933,0.601,13510,147140,0.0,0.0,0.0,98.31,14,0,2,7500,0.40976006057585906,170.91222602218514,3.4771948056731405
14121,0.03,28849,112720,0.0,0.0,0.0,98.32,19,1,1,9600,0.7275946258983674,328.98206818409705,5.606483539369749
57828,0.34,15707,123120,0.0,0.0,0.0,98.83,10,1,0,5400,0.6594760765467196,196.96091928914072,3.8884355078358768
6858,0.862,18264,210040,0.0,0.0,0.0,99.36,9,0,1,18000,0.5862684150747497,421.4764485224222,6.513515326588717
12930,0.029,29205,105120,0.0,0.0,0.0,99.87,9,0,0,5400,0.881181380664403,251.04973212314044,4.661414326797769
28474,0.008,22645,131390,0.0,0.0,0.0,99.89,7,0,0,1200,0.9252173518418644,14.109971005858679,0.34660018750289234
57664,0.112,27016,219890,0.0,0.0,0.0,99.3,13,1,1,9600,0.9054137542918339,376.82126088514224,6.10173360276304
24051,0.106,12416,387150,0.0,0.0,0.0,98.87,7,1,2,20100,0.7759702765847953,517.9675667222732,7.260799262544049
46724,0.53,9869,255030,0.0,2.0,0.0,99.74,14,1,0,11700,0.31819296576112654,204.99708787311963,4.00999424250574
47175,1.0,12422,160320,0.0,0.0,1.0,99.62,3,0,3,3300,0.35417803962508576,21.16229532115001,0.5153058739476835
12008,1.0,13154,77250,1.0,1.0,1.0,99.81,2,1,0,3300,0.2586768339580308,-20.735854297387647,-0.5320683223951606
16951,0.894,10964,57040,0.0,0.0,0.0,99.25,6,1,0,7500,0.47574473065356565,197.3101500948967,3.8937690456825003
76128,0.858,14605,223600,2.0,0.0,3.0,98.54,15,0,3,7500,0.3599973460225774,148.79207312398174,3.106320962763819
36035,0.503,20086,75100,0.0,0.0,0.0,96.91,11,1,0,5700,0.5089207036820884,160.96505241748272,3.3129523958900444
47215,0.01,17535,150110,1.0,0.0,0.0,99.1,12,0,1,13800,0.6083393379187216,369.043257575955,6.025189996691378
54245,0.034,29572,284250,0.0,0.0,0.0,99.7,12,0,0,32700,0.8960706944701303,692.6521258953002,8.230043839401082
63193,0.266,19355,315110,0.0,0.0,0.0,99.39,12,0,0,7500,0.8129646982871989,300.5284708474212,5.282571150615032
5788,0.292,17164,800880,1.0,0.0,0.0,99.33,11,1,2,57900,0.5773496210840854,732.0718516767794,8.396152445965352
61174,0.779,20453,161190,0.0,0.0,0.0,98.95,8,1,1,3300,0.5805092959630915,93.4136566529777,2.0826943569512
15313,0.323,16065,105210,0.0,0.0,0.0,98.23,8,0,0,5400,0.6546682408742888,195.64508825370467,3.868297938362204
7443,0.399,19354,422400,0.0,0.0,0.0,99.18,12,1,1,18000,0.7627150573677488,485.47822811340103,7.029026958048149
19345,0.001,21907,177510,0.0,0.0,0.0,99.04,8,1,0,7500,0.8831336283896641,317.74503668833216,5.48130831703741
65827,0.028,28114,315070,0.0,0.0,0.0,99.76,10,0,0,13800,0.9328570198279272,469.4569393980333,6.90761467020325
29538,0.033,21911,200140,0.0,0.0,0.0,99.42,22,0,2,11700,0.8660322263491685,411.9462356905382,6.429450506240483
55504,0.038,20085,780040,0.0,0.0,0.0,99.27,10,1,1,47400,0.8995694351845174,807.3975786238068,8.671445981803796
33739,0.314,16798,174100,0.0,0.0,0.0,98.68,11,1,0,1200,0.6236595829262996,-37.438525659196756,-0.9811636239001098
45657,0.0,22637,204090,0.0,0.0,0.0,99.52,11,1,1,18000,0.8993602626510719,527.6274470369699,7.326157770111198
252,0.066,16435,334860,0.0,0.0,0.0,99.21,6,1,2,24300,0.9018250061074895,609.271033029995,7.8198198512695605
23328,0.032,14609,132810,0.0,0.0,0.0,98.98,8,1,0,5400,0.817183643650107,236.6000710763741,4.465036812373788
29706,0.085,24470,168810,1.0,0.0,0.0,99.83,7,0,0,7500,0.6065965596269421,242.41318513927953,4.544893567215973
5917,0.062,21549,124740,0.0,0.0,0.0,99.33,9,0,0,1200,0.8589269099608647,4.046949955554795,0.10066366420436457
58607,0.047,17525,222600,0.0,0.0,0.0,99.37,6,1,0,15900,0.8875830646760651,492.4168741894151,7.080118867158789
8681,0.88,13146,120120,0.0,0.0,0.0,98.74,8,1,1,7500,0.4964164581037602,205.01007745279927,4.0101887584900435
56117,0.272,14614,120150,0.0,0.0,0.0,98.84,10,0,0,1200,0.6980780541331922,-23.158041704791895,-0.5960384195360091
77299,0.89,11326,275090,1.0,0.0,0.0,98.63,12,1,0,15900,0.35183606056642874,282.99574414199725,5.071199103348539
17392,0.075,29937,184860,0.0,0.0,0.0,99.03,23,0,1,9600,0.8276405186715573,356.85655394865285,5.902226783987857
56448,0.065,12421,130040,0.0,0.0,0.0,98.89,8,1,1,9600,0.8092322966084596,351.9255936843265,5.851399249711843
66569,1.0,23010,195090,0.0,0.0,0.0,99.07,7,0,1,24300,0.6990558046735308,540.2455689876218,7.40918843931068
68690,0.0,12785,75780,0.0,0.0,0.0,99.03,14,0,1,7500,0.768835490268827,289.1214805032349,5.14610540622478
30960,0.436,12784,208560,0.0,0.0,1.0,99.28,13,0,1,15900,0.5206348393773669,365.92138267480175,5.994046473082394
38991,0.594,13151,295590,0.0,0.0,0.0,99.25,10,1,2,18000,0.5957492848894194,425.26444929693645,6.546376499924493
20305,0.309,24464,171060,0.0,0.0,0.0,99.24,11,1,1,11700,0.8019053445159415,394.16088813736644,6.267109477137682
13261,0.049,14615,138850,0.0,0.0,0.0,99.51,10,0,3,9600,0.8441677384071101,361.21383045115925,5.946622367559851
14398,0.078,21913,117620,0.0,0.0,0.0,98.59,16,0,2,1200,0.7743050602161018,-9.716391443252485,-0.24588407828437964
66145,0.032,20447,470100,0.0,0.0,0.0,99.61,7,1,2,43200,0.9043718786690974,779.9607666883634,8.577119730216314
69537,0.393,19352,74170,0.0,0.0,0.0,99.16,11,0,0,1200,0.6420085212943082,-33.79829487203052,-0.881682055570101
64503,0.5,11694,70330,0.0,0.0,0.0,96.25,9,0,1,5700,0.4216474773839991,129.49879651304008,2.76566745853164
66715,0.862,27745,135030,0.0,0.0,0.0,99.76,5,1,0,7500,0.6808219488376877,264.8169096449934,4.842031404787608
45794,0.215,17899,330140,0.0,0.0,0.0,99.46,8,0,3,26400,0.8657813442257835,621.0497860596304,7.883083332599349
14164,0.007,15338,68380,0.0,0.0,0.0,99.36,15,1,0,7500,0.82735842860777,304.14853644698405,5.3250720452343625
23045,0.036,12419,160140,0.0,0.0,0.0,99.75,9,1,3,9600,0.8400968957733181,360.14657907383804,5.935792994752926
65116,0.902,19359,86830,3.0,0.0,0.0,98.13,18,0,0,7500,0.24464243007512976,86.77016850499848,1.9500999779554773
30936,0.991,19722,112580,0.0,0.0,0.0,98.06,7,1,0,5400,0.4740791298566819,139.89941747538992,2.9513468973279124
70291,1.0,19358,90130,0.0,0.0,0.0,96.29,5,1,0,1200,0.5131588829457431,-61.34388818759961,-1.6574424559557688
9365,0.127,23373,179930,0.0,0.0,0.0,99.44,19,0,0,5400,0.8385359888332788,241.51262601984953,4.532598116820824
1338,0.016,24105,115480,0.0,0.0,0.0,99.89,4,1,0,3300,0.9281880277395566,170.33656021957515,3.4678006577137577
47582,0.024,16803,162090,1.0,0.0,0.0,98.57,10,0,2,7500,0.5871350875876482,236.2005748079347,4.459506058090387
50626,0.293,18260,215340,0.0,0.0,0.0,99.29,8,1,3,9600,0.7960734811968221,348.3488122472382,5.814136300838831
23029,0.128,21548,375060,0.0,1.0,0.0,99.28,22,1,0,28500,0.409236978219873,445.34163589312044,6.715445575676898
36651,0.092,19719,154800,0.0,0.0,0.0,98.09,11,1,2,9600,0.7553320940916484,336.98506867537407,5.693513298199456
45312,0.128,21545,160630,0.0,0.0,0.0,98.86,23,1,0,3300,0.7202571497805375,127.68584921858104,2.7328043819859027
57516,0.122,20818,179120,0.0,0.0,0.0,98.95,17,1,3,9600,0.7630660820577031,339.17709525128316,5.717048585080189
70897,0.041,23003,151770,0.0,0.0,0.0,99.87,5,0,0,9600,0.9163547328999316,379.52498892921517,6.127994380730069
22247,0.062,20447,132050,0.0,0.0,0.0,99.66,8,1,0,7500,0.8620199453373059,312.6760115322711,5.423680537896345
14087,0.243,18623,54150,0.0,0.0,0.0,98.99,13,0,1,3300,0.7244671716273424,128.63671865911488,2.750059250530242
76144,0.061,25560,225060,0.0,0.0,0.0,99.32,13,1,0,15900,0.9231493448051934,502.3838796089415,7.151976075497764
50376,0.307,21185,386150,0.0,0.0,0.0,99.51,15,1,1,28500,0.8342823896590509,632.1900930767163,7.941227646398249
23579,0.576,17527,322620,1.0,0.0,0.0,99.2,19,1,3,11700,0.41024145233002096,252.72920292425147,4.683782332814722
48889,0.474,13150,52460,0.0,0.0,0.0,98.94,5,0,3,1200,0.5488998760916514,-53.20215485936132,-1.4225615181772366
11529,0.099,13884,110450,0.0,0.0,0.0,98.69,14,1,2,3300,0.7403318587712019,132.18267809040924,2.81404520643267
24388,0.412,13876,158850,0.0,0.0,0.0,99.24,7,1,2,7500,0.6517643663675413,256.2756629647665,4.730708382523991
50993,1.0,17170,66120,0.0,1.0,0.0,99.51,3,1,0,5400,0.20297283477922526,12.354674450916203,0.3041456566800693
6298,0.299,28113,92030,0.0,0.0,0.0,99.8,5,1,0,3300,0.7951841171785872,144.01561647181427,3.023509115039759
75191,0.019,17534,100050,0.0,0.0,0.0,97.44,12,1,1,5700,0.7672997292848395,234.90870735779913,4.441583171724543
14427,0.877,14610,195030,1.0,0.0,0.0,98.92,14,0,2,7500,0.3281411839295639,133.38610403022716,2.8356321283250416
71892,0.307,21913,720120,0.0,0.0,0.0,98.81,24,1,1,5400,0.733625711955526,216.39524231113978,4.178272801508793
18490,0.037,24831,300130,1.0,0.0,0.0,99.78,11,0,0,24300,0.6383590000743183,516.5582525214916,7.251131254724118
24397,0.352,16431,98440,0.0,0.0,0.0,98.6,20,1,3,1200,0.555002025973824,-51.85416644153399,-1.3841326051371006
33736,0.035,22278,175060,0.0,0.0,0.0,99.37,8,1,0,7500,0.9180535358166,325.93255360792296,5.572860302818238
30513,0.565,18623,1125040,0.0,0.0,0.0,99.37,16,1,2,7500,0.5797788804351053,233.81201447731013,4.426322570637553
2066,0.77,15345,761390,0.0,0.0,0.0,99.55,8,1,3,28500,0.6822321930962028,576.3730593500048,7.632931085952449
14257,0.017,30667,49640,0.0,0.0,0.0,99.62,8,0,0,1200,0.894269312579614,9.484135686494225,0.23431457597439032
19634,0.401,20086,246330,0.0,0.0,0.0,99.12,12,0,3,22200,0.7205015593218352,524.5001429429421,7.3051710427839165
55380,0.046,10228,102100,0.0,0.0,0.0,99.43,9,0,2,3300,0.800423797324531,145.11324811845975,3.0426269156094046
20339,0.022,17525,250140,0.0,0.0,0.0,99.38,7,1,4,11700,0.8907259472479645,418.5294395660843,6.487733716014979
39169,0.003,17900,260060,0.0,0.0,0.0,98.71,8,0,0,11700,0.8383515744204565,404.39559739539663,6.361410525635936
4254,0.331,9496,66080,0.0,0.0,0.0,99.29,8,0,0,3300,0.7126761787026393,125.96293564159313,2.701434997068545
62544,0.26,22274,232170,3.0,0.0,0.0,98.86,13,1,3,13800,0.5195129957862029,334.54717440427686,5.667186253357405
11180,0.127,17528,125110,0.0,0.0,0.0,98.24,10,0,1,1200,0.7190739348023767,-19.345637202410305,-0.49552720571623077
62076,0.0,16433,225090,0.0,0.0,0.0,99.31,8,0,0,11700,0.8692681544211271,412.81693812886033,6.437214268642268
41207,0.135,22279,156010,0.0,0.0,0.0,99.11,14,0,0,1200,0.8424104853202881,1.446232268753128,0.03609052330370566
18760,0.987,20085,340510,0.0,0.0,0.0,99.31,8,1,0,24300,0.5710195381987235,488.1521204986164,7.048820881297622
23219,0.421,21184,420150,0.0,0.0,0.0,99.89,6,0,3,7500,0.7130214033523496,273.96805876490333,4.958695156566302
8121,0.046,19357,135240,0.0,0.0,0.0,98.53,18,0,0,3300,0.7254972587675094,128.86873423962626,2.7542632791913393
55793,0.349,17532,137560,1.0,0.0,0.0,99.1,9,1,3,5400,0.4509826196613964,131.6587925167409,2.8046274954017534
77154,0.439,21181,251710,0.0,0.0,0.0,99.06,10,0,0,22200,0.7831500063562312,546.3767236645989,7.44859730645882
53069,0.015,17168,590030,0.0,0.0,0.0,99.63,12,0,1,57900,0.8826362629821023,865.471450262507,8.850983375606374
46101,0.45,11687,228810,0.0,0.0,0.0,98.49,19,0,1,5400,0.47870813275125074,141.51425517135382,2.979745611454737
44339,0.608,16440,108040,0.0,0.0,0.0,98.42,7,1,2,7500,0.5591426228560585,226.98769957488767,4.330415446560835
21815,0.348,21176,265090,0.0,0.0,0.0,99.3,8,1,0,11700,0.8269461835982462,401.2295592658957,6.332496465282677
34715,0.284,13148,63040,0.0,0.0,0.0,99.18,10,1,1,7500,0.7388511132389026,281.08740219296794,5.047628327908338
8748,0.04,15705,167550,0.0,0.0,0.0,98.68,8,1,2,9600,0.8219086056780667,355.3300767640133,5.886559014080629
78483,0.645,16432,124290,0.0,0.0,0.0,99.37,7,0,0,9600,0.5469674426336859,270.33896526032896,4.912748624758121
54006,0.705,14977,100100,1.0,0.0,0.0,99.6,9,1,0,5400,0.3346276436465408,84.43209952936283,1.9029091392746489
71526,0.011,19721,130060,0.0,0.0,0.0,98.42,25,0,1,9600,0.732357904009787,330.37250687498243,5.621729314313773
39850,0.467,18623,90130,1.0,0.0,0.0,96.88,13,0,0,3300,0.3966791185584309,37.01321941358976,0.8838091720761088
63347,0.149,14247,126110,0.0,0.0,0.0,99.46,13,1,2,5400,0.7827885318363873,228.48013285412011,4.351529724170772
61761,0.193,20455,600120,0.0,0.0,0.0,99.36,14,0,3,41100,0.8561734391989141,747.6860743623507,8.457553322854816
60091,0.19,11322,87090,0.0,0.0,0.0,99.66,4,1,1,3300,0.808254063737269,146.74348522627236,3.070924630895353
32498,0.015,17170,90100,0.0,0.0,0.0,99.88,7,1,0,9600,0.8677066328623128,367.3101476548972,6.007930676691009
62605,0.086,14977,294680,0.0,0.0,0.0,99.53,7,0,3,7500,0.856026731119528,311.22018356162044,5.406994356364602
34051,0.046,21915,147590,0.0,0.0,0.0,99.68,5,0,0,7500,0.9077926431983385,323.5513382704647,5.5464267685908855
21606,0.0,23739,182580,1.0,0.0,0.0,99.32,20,1,0,5400,0.7886481326934058,229.88214074565886,4.371293068236941
33698,0.032,16802,157800,1.0,0.0,0.0,99.89,7,1,0,11700,0.6548252327367341,348.8938681404376,5.819836240668015
48804,0.011,18987,405080,0.0,0.0,0.0,98.99,9,1,2,26400,0.8137036593356624,603.729524000736,7.789405944079903
60875,1.0,11695,112650,0.0,1.0,0.0,99.73,4,0,1,5400,0.2367879498219846,33.69457919310279,0.8078611587106854
8957,0.322,12781,165100,0.0,0.0,0.0,98.24,8,0,1,7500,0.6204105925303685,246.73279214325643,4.603486415089376
40285,0.072,24105,120110,0.0,0.0,0.0,99.86,7,0,0,3300,0.8895069922389969,162.99270363803228,3.3467641260835954
17477,0.301,20084,705050,0.0,0.0,0.0,98.97,13,0,1,28500,0.724770312177254,592.9015932894424,7.728748253312241
59205,0.011,13145,101530,0.0,0.0,0.0,99.89,6,1,0,5400,0.8434335299239747,242.6261451238694,4.54779709268362
67079,0.393,12784,69110,0.0,0.0,0.0,99.7,5,1,0,3300,0.6850213786888146,119.55748133888933,2.583617610923512
29945,0.937,13155,228080,0.0,0.0,0.0,98.94,9,0,0,1200,0.5071157824672657,-62.76444780999135,-1.698916287561698
57707,0.045,19718,175140,0.0,0.0,0.0,99.52,11,1,0,13800,0.872471788848737,453.047925875436,6.77811923257353
47994,0.281,21182,252030,1.0,2.0,0.0,99.72,6,1,0,9600,0.40136088884928256,211.2799341796538,4.103344902338293
54595,0.134,13880,240150,0.0,0.0,0.0,98.89,16,1,2,13800,0.7215903938726178,407.8979500695694,6.393130513692043
14218,0.177,20087,48100,0.0,0.0,0.0,98.9,8,1,1,5700,0.801601939994976,243.23837023475352,4.5561356485379125
30900,0.09,18622,150050,0.0,0.0,0.0,99.06,6,1,0,9600,0.844392210785079,361.2725549911729,5.947217405722021
79031,0.158,22642,222100,0.0,0.0,0.0,98.95,23,1,0,1200,0.7502027955191737,-13.8503004352352,-0.35232201767015914
31977,0.085,22642,348060,0.0,0.0,0.0,99.57,16,1,0,13800,0.9092710748793672,463.14698465459026,6.858445844795824
4242,0.119,18255,355580,0.0,0.0,0.0,99.86,7,1,0,24300,0.8848139918730916,603.9773692800501,7.790775233074426
26142,0.394,20817,396970,1.0,0.0,0.0,99.53,16,0,0,13800,0.6122033370157619,370.45534335520904,6.039197189649221
72079,0.027,22636,169350,0.0,0.0,0.0,98.96,21,1,0,18000,0.8381642711552783,509.40806434227443,7.201552127764255
20354,0.061,23006,339350,0.0,0.0,0.0,99.62,8,0,0,20100,0.9369367113176946,567.732620020592,7.5812435536680445
53428,0.675,18260,89240,0.0,0.0,0.0,97.51,8,1,1,3300,0.5340374004367437,80.62128597572068,1.8253992468566516
18184,0.195,15710,330100,0.0,0.0,0.0,99.61,9,1,1,22200,0.8610197980255407,571.7490821151712,7.60540913441054
42206,0.013,24829,231200,0.0,0.0,0.0,99.12,16,0,0,11700,0.9062475088542824,422.59695244310603,6.523268209396724
19216,0.103,16800,485500,0.0,0.0,0.0,99.2,11,1,4,5400,0.8561664345082763,245.49859861561282,4.586809845330827
8075,0.212,24104,99060,0.0,1.0,0.0,99.64,9,0,0,9600,0.5051804856541173,254.73720623574516,4.710402915837694
13736,0.913,10959,73260,0.0,1.0,0.0,99.64,5,1,1,3300,0.17601634681964587,-68.31394903592096,-1.8623552979296143
18982,0.022,13145,60110,0.0,0.0,0.0,99.89,4,0,0,3300,0.8145004245484234,148.0354085056832,3.093268113326031
67813,0.735,20451,450040,0.0,0.0,0.0,99.85,5,0,0,51600,0.650735223341301,733.4228529850893,8.40156030864712
8367,0.021,14246,205090,0.0,0.0,0.0,99.21,18,1,0,9600,0.8518196444039855,363.20947752507135,5.966794782469853
44878,0.481,17529,300040,0.0,0.0,0.0,99.41,11,1,3,11700,0.669386377855848,353.6983949048831,5.869745176264685
61927,0.308,23733,168030,0.0,0.0,0.0,99.16,8,1,0,5400,0.8212180405540049,237.53558335846208,4.477966751441322
61650,0.032,26657,249090,0.0,0.0,0.0,99.38,13,0,0,1200,0.9010198736065186,10.503616759662277,0.2591727131583921
51854,0.351,16433,142580,0.0,0.0,0.0,98.39,14,1,1,7500,0.6148389971412179,244.9993400641749,4.580049173366204
54255,0.152,21549,142610,2.0,0.0,0.0,98.55,11,0,2,7500,0.5664502595452172,229.42560704565565,4.364865164737024
44093,0.348,23009,255130,1.0,0.0,0.0,98.84,14,1,0,24300,0.5896525288487018,496.25921017621573,7.108032496478214
50342,0.626,13876,172620,0.0,0.0,0.0,98.85,8,1,1,11700,0.5638220260678096,316.89407699247505,5.471685023122264
21231,0.053,12059,89400,0.0,0.0,0.0,98.66,9,1,0,5400,0.7717269840070554,225.81185187743,4.313724506218733
62728,0.061,27022,120140,0.0,0.0,0.0,98.69,17,0,0,11700,0.7908758961217113,390.9944593665247,6.237442378742221
71143,0.146,10235,202580,0.0,0.0,0.0,99.19,13,1,1,18000,0.7929083706258445,495.2636250360151,7.100825531583704
15900,0.916,11322,90140,0.0,0.0,0.0,98.92,10,1,1,5700,0.4195695213488343,128.6916570201093,2.751054931807512
34578,0.027,23008,230740,0.0,0.0,0.0,99.77,6,0,0,24300,0.93255767222852,618.6382529858545,7.870282247176802
2441,0.054,19357,210100,0.0,0.0,0.0,99.89,8,0,0,18000,0.8724555305932735,519.739001165794,7.272903227371633
10470,1.0,18263,74490,0.0,0.0,1.0,98.63,5,0,2,7500,0.1286758951300404,-4.7220723139004,-0.11875136942100628
30781,0.046,21908,177300,0.0,0.0,0.0,99.68,9,1,0,1200,0.8820500094672366,7.6234646728512,0.18878193700871737
8284,0.0,8768,135070,1.0,0.0,0.0,99.69,8,0,1,5400,0.5408994276953181,162.1423771654285,3.3326055256444684
76637,0.018,27016,123200,0.0,0.0,0.0,99.59,9,1,0,7500,0.9069450350562914,323.3537442564188,5.544226226589121
77153,0.311,17894,279120,0.0,0.0,0.0,99.04,9,1,2,13800,0.7805682901232833,426.32945909883813,6.555559626548845
76236,0.098,19724,375050,0.0,0.0,0.0,98.77,14,0,1,26400,0.7857178561581935,594.0581457381427,7.735305822950344
43860,0.161,19719,307540,0.0,0.0,0.0,98.48,12,0,1,24300,0.7553020619722016,560.8127060768808,7.539035545460308
4771,0.036,14980,156130,0.0,0.0,0.0,99.46,8,1,2,5400,0.8436869460247973,242.68363036241993,4.548580589344788
56267,0.085,28110,248890,0.0,0.0,0.0,98.76,14,1,0,15900,0.8326799944285048,476.4118490233225,6.960918078089048
